stage_ratio,ring_pin_count,lobe_count,material_name,ring_pitch_radius_mm,ring_pitch_diameter_mm,ring_roller_radius_mm,ring_roller_diameter_mm,eccentricity_mm,eccentricity_ratio,disc_thickness_mm,estimated_disc_outer_diameter_mm,output_pin_count,output_pin_circle_radius_mm,output_pin_circle_diameter_mm,output_roller_diameter_mm,output_hole_diameter_mm,ring_pin_center_spacing_mm,output_pin_center_spacing_mm,radial_margin_to_ring_mm,total_tangential_force_N,force_per_loaded_lobe_N,force_per_loaded_output_pin_N,estimated_output_speed_rpm,allowable_bearing_mpa,allowable_shear_mpa,allowable_bending_mpa,bearing_stress_mpa,output_pin_shear_stress_mpa,lobe_shear_stress_mpa,output_hole_ligament_bending_stress_mpa,sf_bearing,sf_output_pin_shear,sf_lobe_shear,sf_ligament_bending,minimum_strength_sf,corrected_endurance_limit_mpa,bearing_goodman_sf,output_pin_shear_goodman_sf,lobe_shear_goodman_sf,ligament_bending_goodman_sf,minimum_fatigue_sf,score,notes
87,88,87,4140 Q&T Steel,80.0,160.0,1.6,3.2,1.2,0.015,60.0,154.4,4,48.0,96.0,19.007,21.907,5.711,67.882,18.246,37500.0,12500.0,12500.0,20.689655,327.5,211.056,327.5,10.961,44.055,86.806,2.365,29.879,4.791,2.431,138.449,2.431,305.449,35.875,5.153,2.615,166.233,2.615,-28.737374,Constraint-driven sizing with static strength checks and Goodman fatigue screening.
